Domain,Request URL,Method,Request Domain,Third Party,POST Data
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/podcast/v6/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/search/v15/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/subscriptions/v12/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/thumb_up/v23/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/thumb_up/v23/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/trash_can/v10/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/trash_can/v10/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/trending/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/trending/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/trophy/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/trophy/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://www.gstatic.com/youtube/img/icons/web/youtube_fill/unplugged_logo/v2/24px.svg,GET,www.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/video/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/video/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/video_camera_add/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://www.gstatic.com/youtube/img/icons/web/youtube_fill/youtube_kids_round/v2/24px.svg,GET,www.gstatic.com,True,False
youtube.com,https://www.gstatic.com/youtube/img/icons/web/youtube_fill/youtube_music/v2/24px.svg,GET,www.gstatic.com,True,False
youtube.com,https://www.gstatic.com/youtube/img/icons/web/youtube_fill/youtube_round/v2/24px.svg,GET,www.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/youtube_shorts/v11/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/youtube_shorts/v11/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/arrow_down/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/arrow_up/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/pause/v9/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/play/v4/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/play/v4/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/share/v12/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/share/v12/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/text_bubble/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/text_bubble/v3/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/thumb_down/v25/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/thumb_down/v25/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/volume_max/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/volume_max/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/volume_mute/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/volume_mute/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://www.gstatic.com/youtube/img/icons/web/youtube_outline/waveform/v1/24px.svg,GET,www.gstatic.com,True,False
youtube.com,https://www.gstatic.com/cv/js/sender/v1/cast_sender.js,GET,www.gstatic.com,True,False
youtube.com,https://rr2---sn-q4flrnek.googlevideo.com/videoplayback?expire=3196315211&ei=fZn8QXWeJS_SugggI7ajmdD,GET,rr2---sn-q4flrnek.googlevideo.com,True,False
youtube.com,https://rr2---sn-q4flrnek.googlevideo.com/videoplayback?expire=3196315211&ei=fZn8QXWeJS_SugggI7ajmdD,GET,rr2---sn-q4flrnek.googlevideo.com,True,False
youtube.com,https://www.gstatic.com/eureka/clank/120/cast_sender.js,GET,www.gstatic.com,True,False
youtube.com,https://rr2---sn-q4flrnek.googlevideo.com/videoplayback?expire=3196315211&ei=fZn8QXWeJS_SugggI7ajmdD,GET,rr2---sn-q4flrnek.googlevideo.com,True,False
youtube.com,https://rr2---sn-q4flrnek.googlevideo.com/videoplayback?expire=3196315211&ei=fZn8QXWeJS_SugggI7ajmdD,GET,rr2---sn-q4flrnek.googlevideo.com,True,False
